section,customer_id,quarter,order_volume,revenue_gbp,lifetime_revenue_gbp,country,city,marketing_opt_in,email_domain
National,16794,Q2,2,278.06,1222.71,United Kingdom,Shrewsbury,True,outlook.com
National,16794,Q3,3,442.82,1222.71,United Kingdom,Shrewsbury,True,outlook.com
National,16794,Q4,5,501.83,1222.71,United Kingdom,Shrewsbury,True,outlook.com
National,16851,Q1,0,0.0,342.45,United Kingdom,Inverness,False,sky.com
National,16851,Q2,0,0.0,342.45,United Kingdom,Inverness,False,sky.com
National,16851,Q3,0,0.0,342.45,United Kingdom,Inverness,False,sky.com
National,16851,Q4,3,342.45,342.45,United Kingdom,Inverness,False,sky.com
National,16861,Q1,0,0.0,173.76,United Kingdom,Belfast,False,gmail.com
National,16861,Q2,0,0.0,173.76,United Kingdom,Belfast,False,gmail.com
National,16861,Q3,1,70.80000000000001,173.76,United Kingdom,Belfast,False,gmail.com
National,16861,Q4,1,102.96,173.76,United Kingdom,Belfast,False,gmail.com
National,16871,Q1,3,927.31,2812.34,United Kingdom,London,False,gmail.com
National,16871,Q2,1,1110.51,2812.34,United Kingdom,London,False,gmail.com
National,16871,Q3,1,329.44,2812.34,United Kingdom,London,False,gmail.com
National,16871,Q4,1,445.08,2812.34,United Kingdom,London,False,gmail.com
National,16892,Q1,0,0.0,525.54,United Kingdom,Llandudno,False,gmail.com
National,16892,Q2,1,102.98,525.54,United Kingdom,Llandudno,False,gmail.com
National,16892,Q3,0,0.0,525.54,United Kingdom,Llandudno,False,gmail.com
National,16892,Q4,4,422.56,525.54,United Kingdom,Llandudno,False,gmail.com
National,16919,Q1,0,0.0,2596.45,United Kingdom,Lancaster,True,sky.com
National,16919,Q2,8,1840.7,2596.45,United Kingdom,Lancaster,True,sky.com
National,16919,Q3,1,215.74,2596.45,United Kingdom,Lancaster,True,sky.com
National,16919,Q4,0,0.0,2596.45,United Kingdom,Lancaster,True,sky.com
National,16938,Q1,1,267.6,2736.38,United Kingdom,Sheffield,False,hotmail.co.uk
National,16938,Q2,2,2143.15,2736.38,United Kingdom,Sheffield,False,hotmail.co.uk
National,16938,Q3,0,0.0,2736.38,United Kingdom,Sheffield,False,hotmail.co.uk
National,16938,Q4,1,325.63,2736.38,United Kingdom,Sheffield,False,hotmail.co.uk
National,17001,Q1,2,708.13,3989.57,United Kingdom,Glasgow,False,btinternet.com
National,17001,Q2,3,1104.3,3989.57,United Kingdom,Glasgow,False,btinternet.com
National,17001,Q3,2,583.0999999999999,3989.57,United Kingdom,Glasgow,False,btinternet.com
National,17001,Q4,3,1196.08,3989.57,United Kingdom,Glasgow,False,btinternet.com
National,17017,Q1,3,1277.08,8694.26,United Kingdom,Leeds,False,gmail.com
National,17017,Q2,6,1796.56,8694.26,United Kingdom,Leeds,False,gmail.com
National,17017,Q3,1,815.04,8694.26,United Kingdom,Leeds,False,gmail.com
National,17017,Q4,5,2447.94,8694.26,United Kingdom,Leeds,False,gmail.com
National,17064,Q1,1,147.85,859.3500000000001,United Kingdom,Nottingham,True,outlook.com
National,17064,Q2,1,313.45,859.3500000000001,United Kingdom,Nottingham,True,outlook.com
National,17064,Q3,0,0.0,859.3500000000001,United Kingdom,Nottingham,True,outlook.com
National,17064,Q4,1,398.05,859.3500000000001,United Kingdom,Nottingham,True,outlook.com
National,17069,Q1,0,0.0,2709.7,United Kingdom,London,False,outlook.com
National,17069,Q2,2,489.87,2709.7,United Kingdom,London,False,outlook.com
National,17069,Q3,3,985.84,2709.7,United Kingdom,London,False,outlook.com
National,17069,Q4,2,650.79,2709.7,United Kingdom,London,False,outlook.com
National,17071,Q1,2,513.33,2429.03,United Kingdom,Edinburgh,False,outlook.com
National,17071,Q2,2,530.69,2429.03,United Kingdom,Edinburgh,False,outlook.com
National,17071,Q3,3,650.2,2429.03,United Kingdom,Edinburgh,False,outlook.com
National,17071,Q4,2,734.8100000000001,2429.03,United Kingdom,Edinburgh,False,outlook.com
National,17075,Q1,3,696.07,834.12,United Kingdom,Bath,True,hotmail.co.uk
National,17075,Q2,0,0.0,834.12,United Kingdom,Bath,True,hotmail.co.uk
National,17075,Q3,0,0.0,834.12,United Kingdom,Bath,True,hotmail.co.uk
National,17075,Q4,1,138.05,834.12,United Kingdom,Bath,True,hotmail.co.uk
National,17091,Q1,1,594.7,3827.76,United Kingdom,Glasgow,False,outlook.com
National,17091,Q2,3,1106.26,3827.76,United Kingdom,Glasgow,False,outlook.com
National,17091,Q3,2,697.59,3827.76,United Kingdom,Glasgow,False,outlook.com
National,17091,Q4,2,1135.76,3827.76,United Kingdom,Glasgow,False,outlook.com
National,17096,Q1,1,133.49,1022.13,United Kingdom,Truro,False,sky.com
National,17096,Q2,0,0.0,1022.13,United Kingdom,Truro,False,sky.com
National,17096,Q3,1,310.45,1022.13,United Kingdom,Truro,False,sky.com
National,17096,Q4,2,578.19,1022.13,United Kingdom,Truro,False,sky.com
National,17166,Q1,0,0.0,206.34,United Kingdom,Inverness,True,gmail.com
National,17166,Q2,1,127.59,206.34,United Kingdom,Inverness,True,gmail.com
National,17166,Q3,0,0.0,206.34,United Kingdom,Inverness,True,gmail.com
National,17166,Q4,1,78.75,206.34,United Kingdom,Inverness,True,gmail.com
National,17183,Q1,0,0.0,3347.31,United Kingdom,York,True,hotmail.co.uk
National,17183,Q2,0,0.0,3347.31,United Kingdom,York,True,hotmail.co.uk
National,17183,Q3,1,329.67,3347.31,United Kingdom,York,True,hotmail.co.uk
National,17183,Q4,5,3017.64,3347.31,United Kingdom,York,True,hotmail.co.uk
National,17190,Q1,0,0.0,444.74,United Kingdom,York,False,gmail.com
National,17190,Q2,1,195.0,444.74,United Kingdom,York,False,gmail.com
National,17190,Q3,0,0.0,444.74,United Kingdom,York,False,gmail.com
National,17190,Q4,1,249.74,444.74,United Kingdom,York,False,gmail.com
National,17287,Q1,0,0.0,1064.11,United Kingdom,Bristol,True,yahoo.co.uk
National,17287,Q2,2,277.64,1064.11,United Kingdom,Bristol,True,yahoo.co.uk
National,17287,Q3,2,379.96,1064.11,United Kingdom,Bristol,True,yahoo.co.uk
National,17287,Q4,1,183.81,1064.11,United Kingdom,Bristol,True,yahoo.co.uk
National,17314,Q1,3,787.0,2527.92,United Kingdom,Sheffield,True,outlook.com
National,17314,Q2,1,517.05,2527.92,United Kingdom,Sheffield,True,outlook.com
National,17314,Q3,1,202.87,2527.92,United Kingdom,Sheffield,True,outlook.com
National,17314,Q4,3,1021.0,2527.92,United Kingdom,Sheffield,True,outlook.com
National,17323,Q1,1,141.69,921.0699999999999,United Kingdom,Newcastle upon Tyne,False,icloud.com
National,17323,Q2,2,291.05,921.0699999999999,United Kingdom,Newcastle upon Tyne,False,icloud.com
National,17323,Q3,1,104.51,921.0699999999999,United Kingdom,Newcastle upon Tyne,False,icloud.com
National,17323,Q4,3,383.82,921.0699999999999,United Kingdom,Newcastle upon Tyne,False,icloud.com
National,17365,Q1,3,1286.26,4801.56,United Kingdom,Llandudno,True,outlook.com
National,17365,Q2,2,1084.75,4801.56,United Kingdom,Llandudno,True,outlook.com
National,17365,Q3,1,1126.47,4801.56,United Kingdom,Llandudno,True,outlook.com
National,17365,Q4,2,1304.08,4801.56,United Kingdom,Llandudno,True,outlook.com
National,17402,Q1,1,111.9,2633.85,United Kingdom,Glasgow,False,gmail.com
National,17402,Q2,3,590.44,2633.85,United Kingdom,Glasgow,False,gmail.com
National,17402,Q3,3,685.34,2633.85,United Kingdom,Glasgow,False,gmail.com
National,17402,Q4,4,786.2,2633.85,United Kingdom,Glasgow,False,gmail.com
National,17419,Q1,4,1314.03,4226.57,United Kingdom,Cardiff,False,outlook.com
National,17419,Q2,1,357.5,4226.57,United Kingdom,Cardiff,False,outlook.com
National,17419,Q3,1,614.2,4226.57,United Kingdom,Cardiff,False,outlook.com
National,17419,Q4,4,1566.57,4226.57,United Kingdom,Cardiff,False,outlook.com
National,17428,Q1,6,3171.39,17256.85,United Kingdom,Inverness,False,icloud.com
National,17428,Q2,9,4545.3,17256.85,United Kingdom,Inverness,False,icloud.com
National,17428,Q3,4,6140.73,17256.85,United Kingdom,Inverness,False,icloud.com
National,17428,Q4,7,2505.48,17256.85,United Kingdom,Inverness,False,icloud.com
National,17450,Q1,6,32120.7,194550.79,United Kingdom,York,True,cust17450-supplies.co.uk
National,17450,Q2,7,27016.2,194550.79,United Kingdom,York,True,cust17450-supplies.co.uk
National,17450,Q3,18,100017.24,194550.79,United Kingdom,York,True,cust17450-supplies.co.uk
National,17450,Q4,13,33367.81,194550.79,United Kingdom,York,True,cust17450-supplies.co.uk
National,17469,Q1,0,0.0,1870.97,United Kingdom,Leeds,False,hotmail.co.uk
National,17469,Q2,1,305.36,1870.97,United Kingdom,Leeds,False,hotmail.co.uk
National,17469,Q3,3,1186.71,1870.97,United Kingdom,Leeds,False,hotmail.co.uk
National,17469,Q4,1,378.9,1870.97,United Kingdom,Leeds,False,hotmail.co.uk
National,17504,Q1,3,1646.44,2997.03,United Kingdom,Birmingham,False,gmail.com
National,17504,Q2,6,1350.59,2997.03,United Kingdom,Birmingham,False,gmail.com
National,17504,Q3,0,0.0,2997.03,United Kingdom,Birmingham,False,gmail.com
National,17504,Q4,0,0.0,2997.03,United Kingdom,Birmingham,False,gmail.com
National,17509,Q1,0,0.0,6115.14,United Kingdom,Nottingham,False,gmail.com
National,17509,Q2,0,0.0,6115.14,United Kingdom,Nottingham,False,gmail.com
National,17509,Q3,0,0.0,6115.14,United Kingdom,Nottingham,False,gmail.com
National,17509,Q4,8,6115.14,6115.14,United Kingdom,Nottingham,False,gmail.com
National,17526,Q1,1,634.2,1195.9,United Kingdom,Birmingham,False,yahoo.co.uk
National,17526,Q2,0,0.0,1195.9,United Kingdom,Birmingham,False,yahoo.co.uk
National,17526,Q3,0,0.0,1195.9,United Kingdom,Birmingham,False,yahoo.co.uk
National,17526,Q4,1,323.1,1195.9,United Kingdom,Birmingham,False,yahoo.co.uk
National,17579,Q1,0,0.0,448.9,United Kingdom,Birmingham,False,hotmail.co.uk
National,17579,Q2,1,164.41,448.9,United Kingdom,Birmingham,False,hotmail.co.uk
National,17579,Q3,1,106.45,448.9,United Kingdom,Birmingham,False,hotmail.co.uk
National,17579,Q4,1,178.04,448.9,United Kingdom,Birmingham,False,hotmail.co.uk
National,17644,Q1,1,442.47,2895.64,United Kingdom,Bristol,False,yahoo.co.uk
National,17644,Q2,3,511.85,2895.64,United Kingdom,Bristol,False,yahoo.co.uk
National,17644,Q3,4,1178.35,2895.64,United Kingdom,Bristol,False,yahoo.co.uk
National,17644,Q4,3,762.97,2895.64,United Kingdom,Bristol,False,yahoo.co.uk
National,17667,Q1,1,928.05,2055.51,United Kingdom,Birmingham,False,outlook.com
National,17667,Q2,2,428.62,2055.51,United Kingdom,Birmingham,False,outlook.com
National,17667,Q3,1,394.34,2055.51,United Kingdom,Birmingham,False,outlook.com
National,17667,Q4,1,304.5,2055.51,United Kingdom,Birmingham,False,outlook.com
National,17669,Q1,0,0.0,3406.72,United Kingdom,Shrewsbury,False,gmail.com
National,17669,Q2,4,2064.72,3406.72,United Kingdom,Shrewsbury,False,gmail.com
National,17669,Q3,2,1130.0,3406.72,United Kingdom,Shrewsbury,False,gmail.com
National,17669,Q4,1,212.0,3406.72,United Kingdom,Shrewsbury,False,gmail.com
National,17675,Q1,6,3790.17,20374.28,United Kingdom,Manchester,True,cust17675-solutions.co.uk
National,17675,Q2,7,3975.13,20374.28,United Kingdom,Manchester,True,cust17675-solutions.co.uk
National,17675,Q3,10,6340.75,20374.28,United Kingdom,Manchester,True,cust17675-solutions.co.uk
National,17675,Q4,6,5249.110000000001,20374.28,United Kingdom,Manchester,True,cust17675-solutions.co.uk
National,17677,Q1,4,2521.05,16363.23,United Kingdom,Lancaster,True,yahoo.co.uk
National,17677,Q2,6,3200.69,16363.23,United Kingdom,Lancaster,True,yahoo.co.uk
National,17677,Q3,8,5382.690000000001,16363.23,United Kingdom,Lancaster,True,yahoo.co.uk
National,17677,Q4,8,3642.2,16363.23,United Kingdom,Lancaster,True,yahoo.co.uk
National,17682,Q1,0,0.0,2474.33,United Kingdom,Belfast,True,hotmail.co.uk
National,17682,Q2,2,715.9100000000001,2474.33,United Kingdom,Belfast,True,hotmail.co.uk
National,17682,Q3,2,791.94,2474.33,United Kingdom,Belfast,True,hotmail.co.uk
National,17682,Q4,1,574.98,2474.33,United Kingdom,Belfast,True,hotmail.co.uk
National,17693,Q1,0,0.0,200.47,United Kingdom,Shrewsbury,False,outlook.com
National,17693,Q2,0,0.0,200.47,United Kingdom,Shrewsbury,False,outlook.com
National,17693,Q3,1,200.47,200.47,United Kingdom,Shrewsbury,False,outlook.com
National,17693,Q4,0,0.0,200.47,United Kingdom,Shrewsbury,False,outlook.com
National,17705,Q1,2,250.3,1823.52,United Kingdom,Liverpool,False,btinternet.com
National,17705,Q2,1,107.0,1823.52,United Kingdom,Liverpool,False,btinternet.com
National,17705,Q3,4,834.62,1823.52,United Kingdom,Liverpool,False,btinternet.com
National,17705,Q4,2,631.6,1823.52,United Kingdom,Liverpool,False,btinternet.com
National,17730,Q1,3,1098.22,5298.48,United Kingdom,Leicester,True,outlook.com
National,17730,Q2,3,1275.39,5298.48,United Kingdom,Leicester,True,outlook.com
National,17730,Q3,3,1173.72,5298.48,United Kingdom,Leicester,True,outlook.com
National,17730,Q4,4,1751.15,5298.48,United Kingdom,Leicester,True,outlook.com
National,17731,Q1,0,0.0,1240.11,United Kingdom,Leeds,True,sky.com
National,17731,Q2,2,662.5699999999999,1240.11,United Kingdom,Leeds,True,sky.com
National,17731,Q3,2,577.54,1240.11,United Kingdom,Leeds,True,sky.com
National,17731,Q4,0,0.0,1240.11,United Kingdom,Leeds,True,sky.com
National,17735,Q1,3,2093.94,13110.02,United Kingdom,Liverpool,False,gmail.com
National,17735,Q2,7,4274.5,13110.02,United Kingdom,Liverpool,False,gmail.com
National,17735,Q3,5,4268.2,13110.02,United Kingdom,Liverpool,False,gmail.com
National,17735,Q4,3,2018.78,13110.02,United Kingdom,Liverpool,False,gmail.com
National,17770,Q1,2,864.77,1143.27,United Kingdom,Sheffield,False,hotmail.co.uk
National,17770,Q2,3,278.5,1143.27,United Kingdom,Sheffield,False,hotmail.co.uk
National,17770,Q3,0,0.0,1143.27,United Kingdom,Sheffield,False,hotmail.co.uk
National,17770,Q4,0,0.0,1143.27,United Kingdom,Sheffield,False,hotmail.co.uk
National,17813,Q1,0,0.0,1770.88,United Kingdom,Manchester,False,outlook.com
National,17813,Q2,0,0.0,1770.88,United Kingdom,Manchester,False,outlook.com
National,17813,Q3,1,306.61,1770.88,United Kingdom,Manchester,False,outlook.com
National,17813,Q4,4,1464.27,1770.88,United Kingdom,Manchester,False,outlook.com
National,17819,Q1,1,855.9999999999999,3704.87,United Kingdom,London,False,outlook.com
National,17819,Q2,3,1632.35,3704.87,United Kingdom,London,False,outlook.com
National,17819,Q3,1,236.4,3704.87,United Kingdom,London,False,outlook.com
National,17819,Q4,0,0.0,3704.87,United Kingdom,London,False,outlook.com
National,17838,Q1,1,752.14,2779.3,United Kingdom,Bangor,False,gmail.com
National,17838,Q2,0,0.0,2779.3,United Kingdom,Bangor,False,gmail.com
National,17838,Q3,1,625.0,2779.3,United Kingdom,Bangor,False,gmail.com
National,17838,Q4,1,466.6,2779.3,United Kingdom,Bangor,False,gmail.com
National,17841,Q1,25,4446.82,40991.57,United Kingdom,Liverpool,False,cust17841-trading.co.uk
National,17841,Q2,25,7778.57,40991.57,United Kingdom,Liverpool,False,cust17841-trading.co.uk
National,17841,Q3,32,11353.26,40991.57,United Kingdom,Liverpool,False,cust17841-trading.co.uk
National,17841,Q4,36,14939.85,40991.57,United Kingdom,Liverpool,False,cust17841-trading.co.uk
National,17857,Q1,2,895.3399999999999,26879.04,United Kingdom,London,False,cust17857-wholesale.co.uk
National,17857,Q2,7,7479.24,26879.04,United Kingdom,London,False,cust17857-wholesale.co.uk
National,17857,Q3,4,5124.240000000001,26879.04,United Kingdom,London,False,cust17857-wholesale.co.uk
National,17857,Q4,8,12039.52,26879.04,United Kingdom,London,False,cust17857-wholesale.co.uk
National,17865,Q1,3,1649.74,10526.32,United Kingdom,Sheffield,False,gmail.com
National,17865,Q2,3,1534.09,10526.32,United Kingdom,Sheffield,False,gmail.com
National,17865,Q3,9,4251.42,10526.32,United Kingdom,Sheffield,False,gmail.com
National,17865,Q4,3,2011.24,10526.32,United Kingdom,Sheffield,False,gmail.com
National,17883,Q1,0,0.0,671.77,United Kingdom,London,False,hotmail.co.uk
National,17883,Q2,1,119.35,671.77,United Kingdom,London,False,hotmail.co.uk
National,17883,Q3,1,78.45,671.77,United Kingdom,London,False,hotmail.co.uk
National,17883,Q4,2,473.97,671.77,United Kingdom,London,False,hotmail.co.uk
National,17940,Q1,2,1226.88,4106.440000000001,United Kingdom,Truro,False,gmail.com
National,17940,Q2,5,2450.56,4106.440000000001,United Kingdom,Truro,False,gmail.com
National,17940,Q3,2,237.0,4106.440000000001,United Kingdom,Truro,False,gmail.com
National,17940,Q4,1,192.0,4106.440000000001,United Kingdom,Truro,False,gmail.com
National,17949,Q1,5,2852.1,58510.48,United Kingdom,Edinburgh,True,cust17949-wholesale.co.uk
National,17949,Q2,15,26155.88,58510.48,United Kingdom,Edinburgh,True,cust17949-wholesale.co.uk
National,17949,Q3,15,22375.22,58510.48,United Kingdom,Edinburgh,True,cust17949-wholesale.co.uk
National,17949,Q4,9,5813.28,58510.48,United Kingdom,Edinburgh,True,cust17949-wholesale.co.uk
National,17961,Q1,9,105.5,1296.44,United Kingdom,Sheffield,True,hotmail.co.uk
National,17961,Q2,13,293.2,1296.44,United Kingdom,Sheffield,True,hotmail.co.uk
National,17961,Q3,11,301.44,1296.44,United Kingdom,Sheffield,True,hotmail.co.uk
National,17961,Q4,3,26.55,1296.44,United Kingdom,Sheffield,True,hotmail.co.uk
National,18044,Q1,2,361.37,2088.6,United Kingdom,Inverness,False,hotmail.co.uk
National,18044,Q2,4,669.91,2088.6,United Kingdom,Inverness,False,hotmail.co.uk
National,18044,Q3,1,431.97,2088.6,United Kingdom,Inverness,False,hotmail.co.uk
National,18044,Q4,2,551.1,2088.6,United Kingdom,Inverness,False,hotmail.co.uk
National,18061,Q1,2,412.17,2119.41,United Kingdom,Canterbury,True,hotmail.co.uk
National,18061,Q2,3,521.04,2119.41,United Kingdom,Canterbury,True,hotmail.co.uk
National,18061,Q3,2,455.14,2119.41,United Kingdom,Canterbury,True,hotmail.co.uk
National,18061,Q4,2,325.9,2119.41,United Kingdom,Canterbury,True,hotmail.co.uk
National,18073,Q1,0,0.0,3877.52,United Kingdom,Sheffield,True,gmail.com
National,18073,Q2,7,1381.28,3877.52,United Kingdom,Sheffield,True,gmail.com
National,18073,Q3,5,2496.24,3877.52,United Kingdom,Sheffield,True,gmail.com
National,18073,Q4,0,0.0,3877.52,United Kingdom,Sheffield,True,gmail.com
National,18075,Q1,4,930.23,2611.75,United Kingdom,Edinburgh,False,hotmail.co.uk
National,18075,Q2,2,423.77,2611.75,United Kingdom,Edinburgh,False,hotmail.co.uk
National,18075,Q3,1,404.8,2611.75,United Kingdom,Edinburgh,False,hotmail.co.uk
National,18075,Q4,2,654.0,2611.75,United Kingdom,Edinburgh,False,hotmail.co.uk
National,18097,Q1,1,474.66,2697.8,United Kingdom,Manchester,False,outlook.com
National,18097,Q2,1,799.38,2697.8,United Kingdom,Manchester,False,outlook.com
National,18097,Q3,2,554.84,2697.8,United Kingdom,Manchester,False,outlook.com
National,18097,Q4,1,686.4,2697.8,United Kingdom,Manchester,False,outlook.com
National,18102,Q1,4,17444.8,259657.3,United Kingdom,Liverpool,False,cust18102-wholesale.co.uk
National,18102,Q2,12,61322.14,259657.3,United Kingdom,Liverpool,False,cust18102-wholesale.co.uk
National,18102,Q3,20,73557.86,259657.3,United Kingdom,Liverpool,False,cust18102-wholesale.co.uk
National,18102,Q4,20,79497.89,259657.3,United Kingdom,Liverpool,False,cust18102-wholesale.co.uk
National,18109,Q1,5,940.5500000000001,8052.97,United Kingdom,Liverpool,True,gmail.com
National,18109,Q2,6,1749.04,8052.97,United Kingdom,Liverpool,True,gmail.com
National,18109,Q3,6,1920.15,8052.97,United Kingdom,Liverpool,True,gmail.com
National,18109,Q4,7,2890.48,8052.97,United Kingdom,Liverpool,True,gmail.com
National,18198,Q1,5,1508.81,5425.56,United Kingdom,Birmingham,True,icloud.com
National,18198,Q2,7,2303.5,5425.56,United Kingdom,Birmingham,True,icloud.com
National,18198,Q3,3,991.72,5425.56,United Kingdom,Birmingham,True,icloud.com
National,18198,Q4,2,621.53,5425.56,United Kingdom,Birmingham,True,icloud.com
National,18204,Q1,0,0.0,1993.7,United Kingdom,Bristol,True,sky.com
National,18204,Q2,1,549.43,1993.7,United Kingdom,Bristol,True,sky.com
National,18204,Q3,2,1444.27,1993.7,United Kingdom,Bristol,True,sky.com
National,18204,Q4,0,0.0,1993.7,United Kingdom,Bristol,True,sky.com
National,18229,Q1,3,1081.1,7276.9,United Kingdom,Newcastle upon Tyne,False,gmail.com
National,18229,Q2,5,1885.94,7276.9,United Kingdom,Newcastle upon Tyne,False,gmail.com
National,18229,Q3,6,2232.62,7276.9,United Kingdom,Newcastle upon Tyne,False,gmail.com
National,18229,Q4,4,1424.04,7276.9,United Kingdom,Newcastle upon Tyne,False,gmail.com
International,12415,Q1,4,37842.74,124914.53,Australia,Wollongong,True,telenet.be
International,12415,Q2,5,36467.97,124914.53,Australia,Wollongong,True,telenet.be
International,12415,Q3,6,27777.17,124914.53,Australia,Wollongong,True,telenet.be
International,12415,Q4,6,22826.65,124914.53,Australia,Wollongong,True,telenet.be
International,12395,Q1,2,558.01,3018.63,Belgium,Mechelen,False,cust12409-ag.ch
International,12395,Q2,3,495.69,3018.63,Belgium,Mechelen,False,cust12409-ag.ch
International,12395,Q3,1,165.95,3018.63,Belgium,Mechelen,False,cust12409-ag.ch
International,12395,Q4,4,1119.06,3018.63,Belgium,Mechelen,False,cust12409-ag.ch
International,14016,Q1,1,1477.56,4341.21,EIRE,Killarney,False,cust12415-group.com.au
International,14016,Q2,1,1133.33,4341.21,EIRE,Killarney,False,cust12415-group.com.au
International,14016,Q3,1,976.58,4341.21,EIRE,Killarney,False,cust12415-group.com.au
International,14016,Q4,0,0.0,4341.21,EIRE,Killarney,False,cust12415-group.com.au
International,14156,Q1,12,35174.67,117379.63,EIRE,Dublin,False,cust12451-handel.ch
International,14156,Q2,12,18168.15,117379.63,EIRE,Dublin,False,cust12451-handel.ch
International,14156,Q3,18,51060.4,117379.63,EIRE,Dublin,False,cust12451-handel.ch
International,14156,Q4,12,12654.21,117379.63,EIRE,Dublin,False,cust12451-handel.ch
International,12704,Q1,0,0.0,2340.84,Finland,Tampere,False,sunrise.ch
International,12704,Q2,1,329.56,2340.84,Finland,Tampere,False,sunrise.ch
International,12704,Q3,3,1016.91,2340.84,Finland,Tampere,False,sunrise.ch
International,12704,Q4,4,994.3699999999999,2340.84,Finland,Tampere,False,sunrise.ch
International,12523,Q1,3,361.44,1789.77,France,Nice,True,gmx.de
International,12523,Q2,1,138.75,1789.77,France,Nice,True,gmx.de
International,12523,Q3,4,641.94,1789.77,France,Nice,True,gmx.de
International,12523,Q4,3,647.64,1789.77,France,Nice,True,gmx.de
International,12567,Q1,1,1236.73,9401.28,France,Paris,False,icloud.com
International,12567,Q2,4,2927.99,9401.28,France,Paris,False,icloud.com
International,12567,Q3,2,1742.88,9401.28,France,Paris,False,icloud.com
International,12567,Q4,1,1551.3,9401.28,France,Paris,False,icloud.com
International,12583,Q1,3,1764.57,7281.38,France,Poitiers,False,icloud.com
International,12583,Q2,3,1039.44,7281.38,France,Poitiers,False,icloud.com
International,12583,Q3,4,1440.37,7281.38,France,Poitiers,False,icloud.com
International,12583,Q4,4,2181.14,7281.38,France,Poitiers,False,icloud.com
International,12681,Q1,7,4397.23,13787.54,France,Strasbourg,False,free.fr
International,12681,Q2,4,2239.5,13787.54,France,Strasbourg,False,free.fr
International,12681,Q3,3,1902.28,13787.54,France,Strasbourg,False,free.fr
International,12681,Q4,6,3130.42,13787.54,France,Strasbourg,False,free.fr
International,12471,Q1,5,2967.47,19824.05,Germany,Köln,False,gmail.com
International,12471,Q2,4,1555.49,19824.05,Germany,Köln,False,gmail.com
International,12471,Q3,8,3382.84,19824.05,Germany,Köln,False,gmail.com
International,12471,Q4,9,8043.889999999999,19824.05,Germany,Köln,False,gmail.com
International,12476,Q1,2,709.78,6816.42,Germany,Köln,True,outlook.com
International,12476,Q2,2,1722.87,6816.42,Germany,Köln,True,outlook.com
International,12476,Q3,2,1280.17,6816.42,Germany,Köln,True,outlook.com
International,12476,Q4,4,3091.15,6816.42,Germany,Köln,True,outlook.com
International,12481,Q1,3,1435.43,5596.320000000001,Germany,Duesseldorf,True,gmail.com
International,12481,Q2,3,1874.99,5596.320000000001,Germany,Duesseldorf,True,gmail.com
International,12481,Q3,0,0.0,5596.320000000001,Germany,Duesseldorf,True,gmail.com
International,12481,Q4,2,1494.56,5596.320000000001,Germany,Duesseldorf,True,gmail.com
International,12619,Q1,1,205.98,3641.24,Germany,Freiburg i.B.,False,gmail.com
International,12619,Q2,1,425.6799999999999,3641.24,Germany,Freiburg i.B.,False,gmail.com
International,12619,Q3,5,2128.72,3641.24,Germany,Freiburg i.B.,False,gmail.com
International,12619,Q4,2,880.86,3641.24,Germany,Freiburg i.B.,False,gmail.com
International,12647,Q1,1,464.7,3722.82,Germany,Cologne,False,t-online.de
International,12647,Q2,2,644.01,3722.82,Germany,Cologne,False,t-online.de
International,12647,Q3,4,1099.36,3722.82,Germany,Cologne,False,t-online.de
International,12647,Q4,1,321.15,3722.82,Germany,Cologne,False,t-online.de
International,12708,Q1,2,567.28,2712.91,Germany,Düsseldorf,False,icloud.com
International,12708,Q2,3,864.22,2712.91,Germany,Düsseldorf,False,icloud.com
International,12708,Q3,2,771.2,2712.91,Germany,Düsseldorf,False,icloud.com
International,12708,Q4,2,313.77,2712.91,Germany,Düsseldorf,False,icloud.com
International,13815,Q1,1,1012.01,4027.36,Germany,Nürnberg,False,gmail.com
International,13815,Q2,1,1965.74,4027.36,Germany,Nürnberg,False,gmail.com
International,13815,Q3,0,0.0,4027.36,Germany,Nürnberg,False,gmail.com
International,13815,Q4,2,1049.61,4027.36,Germany,Nürnberg,False,gmail.com
International,12610,Q1,0,0.0,2099.54,Italy,Modena,False,gmail.com
International,12610,Q2,0,0.0,2099.54,Italy,Modena,False,gmail.com
International,12610,Q3,2,1256.25,2099.54,Italy,Modena,False,gmail.com
International,12610,Q4,3,843.29,2099.54,Italy,Modena,False,gmail.com
International,12775,Q1,2,450.16,1386.04,Netherlands,Nijmegen,True,gmail.com
International,12775,Q2,2,714.52,1386.04,Netherlands,Nijmegen,True,gmail.com
International,12775,Q3,0,0.0,1386.04,Netherlands,Nijmegen,True,gmail.com
International,12775,Q4,1,221.36,1386.04,Netherlands,Nijmegen,True,gmail.com
International,14646,Q1,12,70736.54,280206.02,Netherlands,Amsterdam,False,cust12748-trading.co.uk
International,14646,Q2,18,56673.69,280206.02,Netherlands,Amsterdam,False,cust12748-trading.co.uk
International,14646,Q3,15,67104.53,280206.02,Netherlands,Amsterdam,False,cust12748-trading.co.uk
International,14646,Q4,27,77099.37999999999,280206.02,Netherlands,Amsterdam,False,cust12748-trading.co.uk
International,12783,Q1,0,0.0,2225.91,Portugal,Évora,False,icloud.com
International,12783,Q2,0,0.0,2225.91,Portugal,Évora,False,icloud.com
International,12783,Q3,1,339.02,2225.91,Portugal,Évora,False,icloud.com
International,12783,Q4,5,1886.89,2225.91,Portugal,Évora,False,icloud.com
