InvoiceLineID,InvoiceNo,StockCode,Quantity,LineUnitPrice
27545,554643,22697,24,2.55
27546,554644,22152,24,0.42
27547,554644,21563,1,2.95
27548,554644,46138B,1,0.85
27549,554644,23206,100,1.45
27550,554644,22411,100,1.79
27551,554644,22178,96,1.06
27552,554644,21931,100,1.79
27553,554644,22139,2,4.95
27554,554644,21929,2,2.08
27555,554644,22386,1,2.08
27556,554644,22663,3,2.08
27557,554644,85099C,1,2.08
27558,554644,85099F,2,2.08
27559,554644,22386,1,2.08
27560,554644,20712,1,2.08
27561,554644,22379,1,2.1
27562,554644,21175,2,2.55
27563,554644,71270,5,1.25
27564,554644,21867,2,1.25
27565,554644,47590B,2,5.45
27566,554644,22766,2,2.95
27567,554644,22661,1,0.85
27568,554644,20719,1,0.85
27569,554644,23208,3,1.65
27570,554644,47580,2,2.55
27571,554644,22383,3,1.65
27572,554644,15056N,1,5.95
27573,554644,20728,1,1.65
27574,554644,20829,3,2.1
27575,554645,21564,5,2.95
27576,554645,21563,5,2.95
27577,554645,22488,4,1.65
27578,554645,22185,4,1.65
27579,554645,71459,12,0.85
27580,554649,22938,48,1.65
27581,554650,23084,24,1.79
27582,554650,23199,10,2.08
27583,554650,23200,10,2.08
27584,554650,23191,12,1.65
27585,554650,23206,10,1.65
27586,554650,23209,20,1.65
27587,554650,23280,12,0.83
27588,554650,23076,24,1.25
27589,554650,23078,24,1.25
27590,554650,22431,6,1.95
27591,554650,22432,6,1.95
27592,554650,21731,12,1.65
27593,554650,16236,28,0.21
27594,554650,16238,28,0.21
27595,554650,16237,30,0.21
27596,554650,20749,2,7.95
27597,554650,20750,2,7.95
27598,554650,22975,12,1.25
27599,554650,22977,12,1.25
27600,554650,21156,8,1.95
27601,554650,84997B,4,4.15
27602,554650,21559,6,2.55
27603,554650,23208,10,1.65
27604,554650,22352,6,2.55
27605,554650,21949,12,1.25
27606,554650,21121,24,1.25
27607,554650,21693,6,2.95
27608,554650,22840,2,7.95
27609,554650,35809A,12,0.83
27610,554650,POST,3,18.0
27611,554655,84946,144,1.06
27612,554655,85103,12,5.95
27613,554655,23175,4,3.25
27614,554655,23174,4,4.15
27615,554655,85125,12,4.95
27616,554655,22801,16,3.39
27617,554666,23190,12,1.65
27618,554666,23203,20,2.08
27619,554666,23209,20,1.65
27620,554666,22469,40,1.45
27621,554666,23107,8,2.89
27622,554666,23084,6,2.08
27623,554666,22801,4,3.75
27624,554666,22798,8,2.95
27625,554666,72760B,2,9.95
27626,554666,23201,10,2.08
27627,554666,23199,10,2.08
27628,554666,23200,10,2.08
27629,554666,22663,10,2.08
27630,554666,22386,20,2.08
27631,554670,85174,4,4.95
27632,554670,85175,16,0.42
27633,554670,22193,2,8.5
27634,554670,22192,2,8.5
27635,554670,22191,2,8.5
27636,554672,20723,10,0.85
27637,554672,22663,10,2.08
27638,554672,22385,10,2.08
27639,554672,23201,10,2.08
27640,554672,21931,10,2.08
27641,554672,22411,10,2.08
27642,554672,23203,10,2.08
27643,554672,23202,10,2.08
27644,554672,21928,10,2.08
27645,554672,21929,10,2.08
27646,554672,22386,10,2.08
27647,554672,85099B,10,2.08
27648,554672,22303,6,2.55
27649,554672,21671,12,1.25
27650,554672,21672,12,1.25
27651,554672,21668,12,1.25
27652,554672,21844,6,2.95
27653,554672,23254,4,4.15
27654,554672,85123A,12,2.95
27655,554672,23184,4,4.95
27656,554682,84879,5,1.69
27657,554682,23173,1,9.95
27658,554682,37327,6,0.39
27659,554682,23174,2,4.15
27660,554682,23298,3,4.95
27661,554682,23093,2,2.49
27662,554682,23111,2,12.5
27663,554682,20828,4,2.55
27664,554682,22178,6,1.25
27665,554682,20801,4,0.79
27666,554682,71053,2,3.75
27667,554682,21714,6,1.25
27668,554682,22423,1,12.75
27669,554682,23175,4,3.25
27670,554682,23089,4,1.65
27671,554682,23090,8,0.83
27672,554682,23147,4,1.45
27673,554682,22077,3,1.65
27674,554682,37489C,4,0.39
27675,554682,37489B,4,0.39
27676,554682,37489A,4,0.39
27677,554682,37489D,4,0.39
27678,554682,22907,1,0.85
27679,554682,23253,1,15.95
27680,554682,84279B,1,3.75
27681,554682,84279P,1,3.75
27682,554682,84945,6,0.85
27683,554682,23068,4,2.49
27684,554682,23060,4,2.08
27685,554682,84949,4,1.65
27686,554682,22766,2,2.95
27687,554682,82482,2,2.55
27688,554682,22912,1,4.95
27689,554682,22913,1,4.95
27690,554682,22914,1,4.95
27691,554682,22189,2,3.95
27692,554682,23092,2,7.9
27693,554682,21175,2,2.55
27694,554682,21164,2,2.95
27695,554682,82600,2,2.1
27696,554682,82578,2,0.55
27697,554682,82580,4,0.55
27698,554682,21172,3,1.45
27699,554682,21165,3,1.69
27700,554682,79030G,24,0.39
27701,554682,79030D,12,0.39
27702,554685,22487,-1,9.95
27703,554685,23111,-1,12.5
27704,554685,20682,-1,3.25
27705,554690,22846,-2,16.95
27706,554690,22847,-1,16.95
27707,554691,22456,-1,4.25
27708,554692,22960,-1,4.25
27709,554695,23301,2,1.65
27710,554695,23300,2,1.65
27711,554695,22386,3,2.08
27712,554695,22377,3,2.1
27713,554695,20718,10,1.25
27714,554695,20717,12,1.25
27715,554695,21928,10,2.08
27716,554695,85099B,5,2.08
27717,554695,23203,10,2.08
27718,554695,21931,6,2.08
27719,554695,22386,3,2.08
27720,554695,22326,2,2.95
27721,554695,22328,2,2.95
27722,554695,22327,1,2.95
27723,554695,22630,3,1.95
27724,554695,22631,2,1.95
27725,554695,22629,3,1.95
27726,554695,22636,2,8.5
27727,554695,21559,3,2.55
27728,554695,21561,3,2.55
27729,554695,21558,3,2.55
27730,554695,21356,4,1.25
27731,554695,85185D,1,2.95
27732,554695,85185B,3,2.95
27733,554695,84828,12,1.25
27734,554717,22423,-9,10.95
27735,554717,84949,-12,1.45
27736,554793,84077,-96,0.11
27737,554798,22698,48,2.55
27738,554798,22697,48,2.55
27739,554798,23110,4,5.75
27740,554798,23172,48,1.45
27741,554798,23170,48,1.45
27742,554798,23171,48,1.45
27743,554798,22699,24,2.55
27744,554798,23174,8,4.15
27745,554798,47566,8,4.95
27746,554818,23084,12,2.08
27747,554818,23082,12,3.75
27748,554818,22435,24,1.25
27749,554818,84946,72,1.06
27750,554818,84947,72,1.06
27751,554818,23086,32,1.25
27752,554821,23147,24,1.45
27753,554821,23148,24,0.83
27754,554821,23146,4,3.29
27755,554827,22630,64,1.65
27756,554827,22899,50,1.85
27757,554827,22908,96,0.72
27758,554827,22972,48,1.45
27759,554827,21731,144,1.45
27760,554827,22399,108,1.06
27761,554827,22423,32,10.95
27762,554827,84991,120,0.42
27763,554827,84879,160,1.45
27764,554827,22356,100,0.72
27765,554827,22355,100,0.72
27766,554827,22956,144,1.85
27767,554827,23256,72,3.75
27768,554827,23254,72,3.75
27769,554827,23255,72,3.75
27770,554827,23082,96,3.29
27771,554827,23118,16,6.65
27772,554827,23204,300,0.72
27773,554827,23206,100,1.45
27774,554827,23084,240,2.08
27775,554827,21936,250,2.55
27776,554827,21559,180,2.1
27777,554827,21218,48,3.25
27778,554827,22846,16,14.95
27779,554827,22759,96,1.45
27780,554827,21481,36,2.55
27781,554827,84406B,128,3.75
27782,554827,20719,200,0.72
27783,554827,20726,200,1.45
27784,554827,20750,36,6.35
27785,554827,20725,200,1.45
27786,554827,20685,40,6.75
27787,554827,23190,48,1.45
27788,554827,23192,48,1.45
27789,554827,23168,36,1.04
27790,554827,23102,72,0.72
27791,554827,23101,72,0.72
27792,554827,23110,16,4.95
27793,554827,23100,72,1.04
27794,554827,23083,48,3.29
27795,554827,23080,16,7.5
27796,554827,23081,16,7.5
27797,554827,21935,100,1.45
27798,554827,22131,144,1.65
27799,554827,22303,36,2.1
27800,554827,22480,96,1.06
27801,554827,22482,96,1.06
27802,554827,22505,24,4.25
27803,554827,22555,96,1.45
27804,554827,22629,64,1.65
27805,554844,23053,2,8.25
27806,554844,23052,2,8.25
27807,554844,84946,24,1.25
27808,554845,82600,48,2.21
27809,554845,82581,48,0.73
27810,554845,82580,48,0.73
27811,554845,21733,224,3.24
27812,554845,22469,738,1.93
27813,554845,22470,330,3.21
27814,554845,85123A,608,3.24
27815,554845,82551,96,1.7
27816,554849,22055,-1,1.45
27817,554849,22423,-3,10.95
27818,554849,21231,-1,1.06
27819,554849,21232,-2,1.06
27820,554851,22617,-1,4.95
27821,554856,21528,-1,6.95
27822,554856,21534,-2,4.95
27823,554860,23298,12,4.95
27824,554860,22722,4,3.95
27825,554860,23054,2,8.25
27826,554860,23053,2,8.25
27827,554860,23052,2,8.25
27828,554860,48188,2,7.95
27829,554860,21524,2,7.95
27830,554860,48187,2,7.95
27831,554860,21754,3,5.95
27832,554860,21668,12,1.25
27833,554860,21671,12,1.25
27834,554860,21673,12,1.25
27835,554860,21670,12,1.25
27836,554860,21672,12,1.25
27837,554860,21669,12,1.25
27838,554860,23082,6,3.75
27839,554860,23107,8,2.89
27840,554860,23108,6,6.25
27841,554860,23166,12,1.25
27842,554860,23165,12,1.65
27843,554860,23300,12,1.65
27844,554860,23301,12,1.65
27845,554860,22469,12,1.65
27846,554860,22470,12,2.95
27847,554860,84879,8,1.69
27848,554860,84569D,12,1.25
27849,554860,84569A,12,1.25
27850,554860,22925,2,5.95
27851,554866,84879,8,1.69
27852,554866,22795,6,6.75
27853,554866,47590B,3,5.45
27854,554866,47590A,3,5.45
27855,554866,23256,4,4.15
27856,554866,22621,12,1.65
27857,554866,21507,12,0.42
27858,554866,21509,12,0.42
27859,554866,22029,12,0.42
27860,554866,21931,10,2.08
27861,554866,22383,10,1.65
27862,554866,22411,10,2.08
27863,554866,21928,10,2.08
27864,554866,21929,10,2.08
27865,554866,21936,5,2.95
27866,554866,20725,20,1.65
27867,554866,23299,6,3.75
27868,554866,23298,3,4.95
27869,554866,22963,12,0.85
27870,554866,22962,12,0.85
27871,554866,22723,4,3.95
27872,554866,22178,96,1.06
27873,554866,23091,3,6.25
27874,554866,21136,8,1.69
27875,554870,21175,-3,2.55
27876,554915,21792,16,3.95
27877,554915,23162,4,3.75
27878,554915,23168,12,1.25
27879,554915,23169,6,4.15
27880,554915,47566,50,4.15
27881,554919,21929,100,1.79
27882,554919,22386,100,1.79
27883,554919,85099C,100,1.79
27884,554922,22725,12,3.75
27885,554922,22727,12,3.75
27886,554922,22729,12,3.75
27887,554922,22728,12,3.75
27888,554922,22730,12,3.75
27889,554922,21928,10,2.08
27890,554922,23206,30,1.65
27891,554922,23201,10,2.08
27892,554923,21922,10,7.95
27893,554923,71459,12,0.85
27894,554924,POST,1,4.0
27895,554924,22088,3,2.95
27896,554931,21648,-1,1.25
27897,554931,21670,-1,1.25
27898,554931,21671,-1,1.25
27899,554931,22682,-1,1.25
27900,554934,21621,4,8.5
27901,554934,21626,12,1.95
27902,554934,21464,2,4.25
27903,554936,21213,24,0.55
27904,554936,22464,48,1.45
27905,554936,84988,12,1.45
27906,554939,20726,2,1.65
27907,554939,20724,2,0.85
27908,554939,20723,3,0.85
27909,554939,22356,2,0.85
27910,554939,21245,1,1.69
27911,554939,21242,1,1.69
27912,554939,84997A,1,4.15
27913,554939,84997B,1,4.15
27914,554939,23205,1,0.85
27915,554939,23208,2,1.65
27916,554939,85099F,2,2.08
27917,554939,22386,3,2.08
27918,554939,20712,2,2.08
27919,554939,21929,3,2.08
27920,554939,85099C,2,2.08
27921,554939,84510A,100,1.06
27922,554939,23204,100,0.72
27923,554939,22383,100,1.45
27924,554942,71406C,9,0.42
27925,554942,21672,6,1.25
27926,554942,21381,2,1.69
27927,554942,72351B,1,2.1
27928,554942,85199S,5,0.42
27929,554942,22722,1,3.95
27930,554942,20996,2,0.42
27931,554942,20719,1,0.85
27932,554942,84763,2,1.25
27933,554942,21672,6,1.25
27934,554942,22315,1,1.25
27935,554942,22421,1,0.42
27936,554942,22419,1,0.42
27937,554942,22794,1,7.95
27938,554942,23158,1,2.08
27939,554942,21679,6,0.85
27940,554942,21678,6,0.85
27941,554942,22432,1,1.95
27942,554942,22273,1,2.95
27943,554942,22939,1,4.95
27944,554942,21155,2,2.55
27945,554942,22179,1,6.75
27946,554942,79321,1,5.75
27947,554942,22904,1,2.95
27948,554942,22355,2,0.85
27949,554942,22467,4,2.55
27950,554942,21975,1,0.55
27951,554942,21976,1,0.55
27952,554942,23103,2,1.65
27953,554942,22104,1,1.45
27954,554942,51014L,12,0.85
27955,554942,23091,1,6.25
27956,554942,22753,1,0.85
27957,554942,22755,2,0.85
27958,554942,22630,1,1.95
27959,554942,21672,2,1.25
27960,554942,22212,1,2.1
27961,554942,22464,1,1.65
27962,554942,23084,2,2.08
27963,554942,21925,1,1.25
27964,554942,21927,7,1.25
27965,554942,21926,9,1.25
27966,554944,84946,72,1.06
27967,554944,22178,96,1.06
27968,554947,23199,1,2.08
27969,554947,21326,36,0.65
27970,554947,84946,60,1.25
27971,554965,22776,5,9.95
27972,554965,21211,12,1.45
27973,554968,22932,1,2.55
27974,554968,22935,1,3.25
27975,554968,23169,2,4.15
27976,554968,22666,1,2.95
27977,554968,22427,1,5.95
27978,554968,22428,1,6.95
27979,554968,22429,1,4.25
27980,554968,23146,2,3.29
27981,554968,23147,1,1.45
27982,554968,23148,1,0.83
27983,554968,22822,2,5.95
27984,554968,22825,3,7.95
27985,554968,22795,1,6.75
27986,554968,22831,3,2.95
27987,554975,23175,24,2.75
27988,554975,23173,24,8.15
27989,554975,23174,24,3.75
27990,554975,23170,48,1.45
27991,554975,23172,48,1.45
27992,554975,23171,48,1.45
27993,554975,23162,48,3.29
27994,554975,23163,48,2.08
27995,554975,22605,1,14.95
27996,554975,22607,1,9.95
27997,554994,21246,4,4.95
27998,554994,21868,1,1.25
27999,554994,20979,1,1.25
28000,554994,85130D,2,1.65
28001,554994,84988,3,1.45
28002,554994,22090,1,2.95
28003,554994,21035,2,3.25
28004,554994,21154,1,1.25
28005,554994,21080,3,0.85
28006,554994,21157,1,2.1
28007,554994,22416,1,1.45
28008,554994,22417,2,0.55
28009,554994,21217,1,9.95
28010,554994,22344,1,0.85
28011,554994,22345,1,0.85
28012,554994,22613,2,0.85
28013,554994,21242,3,1.69
28014,554994,21238,3,0.85
28015,554994,22348,1,0.85
28016,554994,21669,2,1.25
28017,554994,90214A,1,1.25
28018,554994,22996,1,0.42
28019,554994,22998,1,0.42
28020,554994,22994,1,0.42
28021,554994,21985,1,0.29
28022,554994,82583,1,2.1
28023,554994,21165,1,1.69
28024,554994,21307,1,2.1
28025,554994,21533,1,4.95
28026,554994,22405,1,1.25
28027,554994,21901,1,0.65
28028,554994,21216,1,4.95
28029,554994,22193,1,8.5
28030,554994,51014A,12,0.85
28031,554994,22507,1,4.95
28032,554994,15044A,1,2.95
28033,554994,84031A,1,4.65
28034,554994,84032B,1,2.95
28035,554994,21746,1,1.25
28036,554994,22366,1,7.95
28037,554994,20914,1,2.95
28038,554994,21533,1,4.95
28039,554994,22467,1,2.55
28040,554994,22219,1,0.85
28041,554994,22136,1,1.65
28042,554995,22469,2,1.65
28043,554995,21218,2,3.75
28044,554995,23118,3,7.5
28045,554995,22855,2,1.25
28046,554995,23110,1,5.75
28047,554995,22961,2,1.45
28048,554995,22151,48,0.42
28049,554995,21577,2,2.25
28050,554995,23112,2,7.5
28051,554995,23067,4,4.15
28052,554995,84836,2,1.25
28053,554995,21447,1,1.25
28054,554995,21446,2,1.25
28055,554995,85123A,3,2.95
28056,554995,21259,2,5.95
28057,554995,22487,4,8.5
28058,555002,47566,8,4.95
28059,555002,20725,20,1.65
28060,555002,20728,20,1.65
28061,555002,22384,10,1.65
28062,555002,20726,10,1.65
28063,555002,22382,10,1.65
28064,555002,22662,10,1.65
28065,555002,20727,10,1.65
28066,555002,22383,10,1.65
28067,555002,23206,10,1.65
28068,555002,23207,10,1.65
28069,555002,23208,10,1.65
28070,555002,84879,8,1.69
28071,555002,85123A,6,2.95
28072,555002,84978,12,1.25
28073,555002,23112,4,7.5
28074,555002,23192,12,1.65
28075,555004,22173,8,2.95
28076,555004,20983,12,0.85
28077,555004,20982,12,0.85
28078,555004,22423,1,12.75
28079,555004,21039,6,2.55
28080,555004,21115,2,6.75
28081,555004,22284,12,1.65
28082,555006,23301,-48,1.45
28083,555006,23300,-96,1.45
28084,555007,23301,48,1.45
28085,555007,23300,96,1.45
28086,555010,21272,144,1.48
28087,555073,22173,1,2.95
28088,555073,22537,1,0.42
28089,555073,22211,1,1.65
28090,555073,23083,1,3.75
28091,555073,18007,20,0.18
28092,555073,85178,5,1.25
28093,555073,21787,10,0.85
28094,555073,22652,5,1.65
28095,555073,22557,8,1.65
28096,555073,22631,1,1.95
28097,555073,84659A,2,2.55
28098,555073,22563,1,1.25
28099,555073,20616,1,2.1
28100,555073,20667,1,2.95
28101,555073,20665,2,2.95
28102,555073,21559,2,2.55
28103,555073,22636,1,8.5
28104,555073,22278,6,4.95
28105,555073,22061,1,9.95
28106,555073,23051,1,8.25
28107,555075,85123A,150,2.55
28108,555091,23300,4,1.65
28109,555091,23302,1,1.65
28110,555091,23205,3,0.85
28111,555091,22661,2,0.85
28112,555091,23207,3,1.65
28113,555091,23208,2,1.65
28114,555091,22384,2,1.65
28115,555091,20725,2,1.65
28116,555091,20727,2,1.65
28117,555091,22662,2,1.65
28118,555091,85099F,5,2.08
28119,555091,20712,2,2.08
28120,555091,20711,2,2.08
28121,555091,22385,2,2.08
28122,555091,23202,2,2.08
28123,555091,23199,2,2.08
28124,555091,85099B,8,2.08
28125,555091,22386,4,2.08
28126,555091,21930,2,2.08
28127,555091,23200,3,2.08
28128,555091,23199,2,2.08
28129,555091,21936,1,2.95
28130,555091,21937,2,2.95
28131,555091,22149,2,2.1
28132,555091,21868,6,1.25
28133,555091,84950,12,0.65
28134,555091,84755,8,0.65
28135,555091,15058B,2,7.95
28136,555091,15058A,2,7.95
28137,555095,23080,4,8.25
28138,555095,23081,4,8.25
28139,555095,23190,12,1.65
28140,555095,23192,12,1.65
28141,555095,22197,24,0.85
28142,555095,22423,16,10.95
28143,555095,23281,12,0.83
28144,555095,22637,8,2.55
28145,555095,22138,6,4.95
28146,555095,22544,24,0.42
28147,555095,22539,24,0.42
28148,555095,22554,12,1.65
28149,555095,22556,12,1.65
28150,555095,22551,12,1.65
28151,555095,21981,24,0.29
28152,555095,22614,24,0.29
28153,555095,85227,12,0.85
28154,555095,22748,6,2.1
28155,555095,22745,6,2.1
28156,555095,21715,8,2.55
28157,555095,21716,8,2.55
28158,555095,21718,12,1.25
28159,555095,21056,4,8.95
28160,555095,21055,4,8.95
28161,555095,21340,8,9.95
28162,555095,21115,4,6.75
28163,555095,21116,3,4.95
28164,555095,84879,40,1.69
28165,555095,22320,6,5.95
28166,555095,22973,12,1.65
28167,555095,84375,12,2.1
28168,555095,22964,6,2.1
28169,555095,22630,12,1.95
28170,555095,22629,12,1.95
28171,555095,22628,4,4.95
28172,555095,22631,12,1.95
28173,555095,22326,6,2.95
28174,555095,21918,24,0.42
28175,555095,22716,12,0.42
28176,555095,22489,24,0.42
28177,555095,22491,12,0.85
28178,555095,21503,25,0.42
28179,555095,21498,25,0.42
28180,555095,22707,25,0.42
28181,555095,23230,25,0.42
28182,555095,22485,2,12.75
28183,555095,POST,7,28.0
28184,555104,22607,96,8.5
28185,555105,22726,-1,3.75
28186,555110,M,2,1.65
28187,555110,22427,1,5.95
28188,555110,20752,1,2.1
28189,555110,21154,1,1.25
28190,555110,22104,5,1.45
28191,555110,22494,1,1.25
28192,555110,21260,2,3.25
28193,555110,22475,1,4.95
28194,555110,21559,1,2.55
28195,555110,71270,1,1.25
28196,555110,22137,1,2.95
28197,555110,85199S,1,0.42
28198,555110,23158,1,2.08
28199,555110,23156,1,2.08
28200,555110,85199S,1,0.42
28201,555110,22326,1,2.95
28202,555110,22383,1,1.65
28203,555110,20831,1,2.1
28204,555110,72351B,1,2.1
28205,555110,82482,1,2.55
28206,555110,22616,1,0.29
28207,555110,47421,24,0.42
28208,555110,21935,2,1.65
28209,555110,85099C,1,2.08
28210,555110,23206,2,1.65
28211,555110,22995,1,0.42
28212,555110,22383,1,1.65
28213,555110,20728,3,1.65
28214,555110,21754,1,5.95
28215,555110,20679,1,5.95
28216,555110,15060B,1,3.75
28217,555110,22754,1,0.85
28218,555110,22704,25,0.42
28219,555110,21917,20,0.42
28220,555110,22132,1,0.85
28221,555110,22676,1,1.25
28222,555110,21982,1,0.29
28223,555110,22671,1,1.65
28224,555110,21982,4,0.29
28225,555110,22548,1,1.25
28226,555110,21790,1,0.85
28227,555110,22149,1,2.1
28228,555110,22753,1,0.85
28229,555110,79321,1,5.75
28230,555110,22467,1,2.55
28231,555110,21558,1,2.55
28232,555110,23084,1,2.08
28233,555110,23091,1,6.25
28234,555110,22419,5,0.42
28235,555110,16225,1,1.25
28236,555110,22653,1,1.95
28237,555110,22652,1,1.65
28238,555110,21381,1,1.69
28239,555110,20719,1,0.85
28240,555110,20727,1,1.65
28241,555110,21975,1,0.55
28242,555110,22676,1,1.25
28243,555110,22671,1,1.65
28244,555110,22385,1,2.08
28245,555110,20712,1,2.08
28246,555110,22386,1,2.08
28247,555110,23204,1,0.85
28248,555110,85123A,2,2.95
28249,555110,21977,2,0.55
28250,555110,23084,1,2.08
28251,555110,22476,1,4.95
28252,555110,21926,1,1.25
28253,555110,21925,1,1.25
28254,555110,21927,4,1.25
28255,555110,23137,2,3.75
28256,555110,22616,1,0.29
28257,555114,22355,10,0.85
28258,555114,20724,10,0.85
28259,555114,20723,10,0.85
28260,555114,84987,1,1.45
28261,555114,22197,10,0.85
28262,555114,85123A,4,2.95
28263,555114,22993,4,1.25
28264,555114,84978,6,1.25
28265,555114,23102,12,0.83
28266,555114,22789,4,1.95
28267,555114,22151,24,0.42
28268,555114,22469,6,1.65
28269,555114,23300,4,1.65
28270,555114,21471,1,3.75
28271,555114,21340,1,12.75
28272,555116,21524,1,7.95
28273,555116,48184,3,7.95
28274,555116,48194,2,7.95
28275,555116,21166,4,2.08
28276,555116,22413,4,2.95
28277,555116,21169,6,1.69
28278,555116,21908,4,2.1
28279,555116,21907,4,2.1
28280,555116,21903,2,2.1
28281,555116,21175,5,2.55
28282,555116,21165,3,1.69
28283,555116,85152,3,2.1
28284,555116,82583,4,2.1
28285,555116,22998,8,0.42
28286,555116,23003,6,0.42
28287,555116,22995,5,0.42
28288,555116,22996,4,0.42
28289,555116,23002,3,0.42
28290,555116,23000,4,0.42
28291,555116,22994,2,0.42
28292,555116,84596G,16,0.42
28293,555116,84596F,16,0.42
28294,555116,84596B,16,0.42
28295,555116,84596L,16,0.42
28296,555116,37448,10,1.49
28297,555116,22059,5,1.49
28298,555116,48185,3,7.95
28299,555116,48187,4,7.95
28300,555116,23284,10,6.75
28301,555124,22666,1,2.95
28302,555124,22311,1,2.95
28303,555124,22964,1,2.1
28304,555124,21975,1,0.55
28305,555124,23301,3,1.65
28306,555124,23302,1,1.65
28307,555124,21172,3,1.45
28308,555124,21161,2,1.45
28309,555124,21158,2,1.45
28310,555124,21159,2,1.45
28311,555124,85049G,1,1.25
28312,555124,85049E,2,1.25
28313,555124,22185,4,1.65
28314,555124,21899,3,0.65
28315,555124,21901,3,0.65
28316,555124,21902,2,0.65
28317,555124,21900,3,0.65
28318,555124,23091,2,6.25
28319,555124,20974,3,0.65
28320,555124,20978,3,1.25
28321,555124,22077,3,1.65
28322,555124,85049C,3,1.25
28323,555124,85049F,1,1.25
28324,555124,85049G,2,1.25
28325,555124,85049F,2,1.25
28326,555124,85049E,1,1.25
28327,555124,23154,2,2.08
28328,555124,22953,8,1.25
28329,555124,21213,3,0.55
28330,555124,21975,1,0.55
28331,555124,21563,1,2.95
28332,555124,22629,2,1.95
28333,555124,22469,2,1.65
28334,555124,22470,2,2.95
28335,555124,23076,24,1.25
28336,555124,22906,6,1.65
28337,555124,22441,2,2.1
28338,555124,21975,1,0.55
28339,555124,84380,1,1.25
28340,555124,22311,1,2.95
28341,555124,22083,1,2.95
28342,555124,20751,1,2.1
28343,555124,21770,1,4.95
28344,555124,21745,3,3.75
28345,555124,22085,1,2.95
28346,555124,22084,2,2.95
28347,555124,22083,1,2.95
28348,555124,22477,2,1.25
28349,555124,22478,5,1.25
28350,555124,22479,3,1.25
28351,555124,22441,3,2.1
28352,555124,22892,6,1.25
28353,555124,21714,6,1.25
28354,555124,22558,4,1.65
28355,555124,21122,3,1.25
28356,555124,21124,2,1.25
28357,555124,21121,5,1.25
28358,555124,21621,2,8.5
28359,555124,22644,1,1.45
28360,555124,22644,1,1.45
28361,555124,22646,1,1.45
28362,555124,21381,24,1.69
28363,555124,22779,2,4.25
28364,555124,20972,2,1.25
28365,555124,21380,3,2.95
28366,555124,22555,3,1.65
28367,555124,22554,3,1.65
28368,555124,22553,3,1.65
28369,555124,22551,3,1.65
28370,555124,22530,1,0.42
28371,555124,22536,2,0.42
28372,555124,22534,3,0.42
28373,555124,22533,2,0.42
28374,555124,22147,2,1.45
28375,555124,22150,2,1.95
28376,555124,22632,2,2.1
28377,555124,22865,2,2.1
28378,555124,22633,2,2.1
28379,555124,22940,2,4.25
28380,555124,21497,25,0.42
28381,555124,21499,25,0.42
28382,555124,21500,25,0.42
28383,555124,16156S,25,0.42
28384,555124,21495,25,0.42
28385,555124,16161U,25,0.42
28386,555124,22904,1,2.95
28387,555124,23284,4,7.95
28388,555124,22365,1,7.95
28389,555124,21524,1,7.95
28390,555124,20685,2,7.95
28391,555124,48194,1,7.95
28392,555124,48187,2,7.95
28393,555124,48138,2,7.95
28394,555160,22383,100,1.45
28395,555160,84997A,72,3.75
28396,555160,23256,72,3.75
28397,555160,21731,144,1.45
28398,555160,21930,100,1.79
28399,555160,23204,100,0.72
28400,555160,23205,200,0.72
28401,555160,21578,60,2.25
28402,555160,22629,64,1.65
28403,555160,22326,48,2.55
28404,555160,20752,12,2.1
28405,555160,22625,2,8.5
28406,555160,22630,64,1.65
28407,555164,23170,96,1.45
28408,555164,23173,12,8.15
28409,555164,23174,72,3.75
28410,555164,23175,72,2.75
28411,555164,22385,100,1.79
28412,555164,20712,200,1.79
28413,555164,23207,100,1.45
28414,555164,22848,12,14.95
28415,555164,22631,192,1.65
28416,555164,22326,240,2.55
28417,555164,20724,100,0.72
28418,555164,22629,320,1.65
28419,555164,22630,320,1.65
28420,555195,23084,6,2.08
28421,555195,23100,12,1.25
28422,555195,23112,2,7.5
28423,555195,22423,1,12.75
28424,555195,22457,6,2.95
28425,555195,22469,40,1.45
28426,555195,85123A,6,2.95
28427,555195,21668,36,1.25
28428,555195,21671,24,1.25
28429,555195,21670,24,1.25
28430,555195,21672,12,1.25
28431,555195,21877,12,1.25
28432,555195,22961,12,1.45
28433,555195,21216,4,4.95
28434,555195,21843,1,10.95
28435,555195,20914,6,2.95
28436,555195,23203,10,2.08
28437,555195,16161P,25,0.42
28438,555195,79321,4,5.75
28439,555195,23108,2,6.25
28440,555196,85213,-1,0.85
28441,555196,22507,-1,4.95
28442,555196,20970,-1,3.75
28443,555199,22487,1,9.95
28444,555199,22430,1,4.95
28445,555199,21174,1,2.08
28446,555199,84849B,1,1.69
28447,555199,84849D,1,1.69
28448,555199,21781,1,14.95
28449,555199,21784,1,9.95
28450,555199,21242,2,1.69
28451,555199,22109,3,3.75
28452,555199,21935,1,1.65
28453,555199,22909,1,0.85
28454,555199,22998,24,0.42
28455,555199,72351B,1,2.1
28456,555199,10135,1,1.25
28457,555199,22318,1,2.95
28458,555199,22481,1,1.25
28459,555199,20726,2,1.65
28460,555199,21094,1,0.85
28461,555199,22241,1,1.25
28462,555199,21363,1,4.95
28463,555199,22329,1,1.65
28464,555199,22203,1,3.75
28465,555199,22197,2,0.85
28466,555199,22349,1,3.75
28467,555199,21900,1,0.65
28468,555199,84978,1,1.25
